category,topic,question,answer,keywords,priority
life_events,"Mid-Life Crisis","Umur 40, karir mapan tapi kok hampa? Pengen selingkuh/aneh-aneh.","Panggilan jiwa untuk makna yang lebih dalam. Daripada lari ke hal destruktif (selingkuh/beli moge boros), kami arahkan energi ini untuk 'Spiritual Growth' atau kontribusi sosial. Menemukan misi hidup paruh kedua yang lebih memuaskan batin.","umur 40,tua,bosan,nakal",8
life_events,"Sindrom Sarang Kosong","Anak-anak sudah nikah semua, rumah sepi, ibu sedih.","Empty Nest Syndrome. Ibu kehilangan peran utamanya. Kami bantu Ibu menemukan hobi baru atau peran baru (misal: nenek yang asik, atau aktif sosial). Menggeser fokus dari 'Mengurus Anak' menjadi 'Menikmati Masa Tua' bersama suami atau teman.","sepi,anak,nikah,pergi",7
life_events,"Persiapan Pernikahan (Wedding Jitters)","Mau nikah minggu depan tapi panik, ragu, pengen kabur.","Cold Feet wajar. Cemas menghadapi perubahan status besar. Kami relaksasi saraf yang tegang. Visualisasi hari H berjalan lancar dan indah. Kami kuatkan alasan (Big Why) Anda memilih dia, menenggelamkan keraguan sesaat.","nikah,ragu,panik,kawin",8
life_events,"Baby Blues Prevention","Takut kena baby blues nanti pas lahiran.","Pencegahan lebih baik. Kami siapkan mental ibu hamil. Edukasi bawah sadar bahwa 'Ibu tidak harus sempurna, cukup ibu yang bahagia'. Kami tanamkan anchor ketenangan saat mendengar tangisan bayi, agar tidak memicu stres tapi memicu kasih sayang.","bayi,blues,sedih,hamil",8
life_events,"Pindah Rumah/Kota","Stres adaptasi di lingkungan baru, gak betah.","Homesick dan Culture Shock. Kami percepat adaptasi mental. Visualisasi membuat 'Jalur Neural' baru bahwa tempat baru ini aman dan nyaman. Menemukan hal-hal positif di kota baru untuk disyukuri.","pindah,rumah,asing,betah",7
life_events,"Baru Bercerai","Dunia runtuh setelah ketuk palu cerai.","Fase transisi berat. Kami bantu stabilisasi emosi. Melepaskan identitas 'Istri/Suami' menjadi 'Individu Merdeka'. Menyusun ulang kepingan hidup satu per satu. Membangun harapan baru bahwa hidup belum berakhir, justru babak baru dimulai.","cerai,pisah,duda,janda",9
life_events,"Pensiun Dini (Early Retirement)","Ambil pensiun dini tapi takut nyesel/bosan.","Persiapan mental 'Post-Corporate Life'. Mendefinisikan ulang produktivitas. Kami bantu Anda merancang visi masa pensiun yang aktif (bukan cuma duduk diam). Menyiapkan mental entrepreneur atau investor agar uang pesangon aman.","pensiun,kerja,dini,bosan",7
life_events,"Kematian Hewan Peliharaan","Sedih banget kucing mati, orang bilang 'lebay'.","Pet Grief itu nyata dan sakit. Kami validasi kesedihan Anda. Terapi 'Jembatan Pelangi': Mengikhlaskan hewan kesayangan, berterima kasih atas kebahagiaan yang pernah diberi. Rasa sakit diganti dengan kenangan manis yang menghangatkan hati.","kucing,anjing,mati,sedih",7
professions,"Trader (Crypto/Saham)","Stres lihat chart merah, FOMO, Cut Loss terus.","Psikologi Trading adalah 80% kunci sukses. Kami atasi 'Revenge Trading' (balas dendam saat rugi) dan FOMO. Kami latih mental 'Disiplin Dingin'. Masuk pasar hanya saat sinyal valid, bukan karena emosi. Tidur nyenyak meski market crash.","saham,crypto,rugi,stres",9
professions,"Programmer (Imposter Syndrome)","Merasa gak jago coding, takut ketahuan bodoh sama tim.","Imposter Syndrome umum di tech industry. Kami reframe: 'Anda di sini karena skill Anda, bukan keberuntungan'. Kami kurangi perfeksionisme. Error/Bug dimaknai sebagai tantangan logika, bukan kebodohan pribadi.","coding,dev,bodoh,palsu",8
professions,"Supir/Ojol (Road Rage)","Gampang emosi di jalan, sering maki-maki orang nyetir.","Jalanan adalah trigger stres. Road Rage berbahaya. Kami pasang 'Cooling Anchor' di setir. Saat ada yang nyalip ngawur, respon otomatis Anda adalah 'Sabar, mungkin dia kebelet', bukan marah. Hati tenang, selamat sampai tujuan.","supir,ojol,marah,jalan",8
professions,"Guru TK/SD (Sabar)","Habis kesabaran ngadepin murid zaman now yang aktif banget.","Guru adalah profesi emosional. Kami 'Recharge' tangki sabar Anda. Teknik 'Bubble of Peace': Membayangkan Anda dalam gelembung kaca yang kedap suara bising, sehingga teriakan anak-anak tidak menusuk saraf, tapi terdengar seperti musik latar.","guru,murid,nakal,sabar",8
professions,"Content Creator (Burnout)","Dikejar algoritma tiap hari, harus upload terus, capek.","Creator Burnout. Kami bantu set 'Boundaries'. Memisahkan Nilai Diri dari Jumlah Views/Likes. Mengembalikan kesenangan berkarya (Joy of Creation). Istirahat mental tanpa rasa bersalah (FOMO) agar kreativitas pulih.","konten,youtube,tiktok,capek",8
professions,"HRD (Tega Pecat Orang)","Stres harus PHK massal karyawan, gak tega sampai gak bisa tidur.","Beban moral eksekutor. Kami bantu Anda memisahkan 'Peran Profesional' dan 'Pribadi'. Anda menjalankan tugas perusahaan demi kelangsungan banyak orang lain. Emosi rasa bersalah divalidasi lalu dilepaskan. Teknik perlindungan energi agar tidak menyerap kesedihan karyawan yang di-PHK.","hrd,phk,pecat,sedih",8
professions,"Polisi/Tentara (PTSD)","Pernah tugas di daerah konflik, sering kaget suara keras.","Combat PTSD. Suara petasan dikira tembakan. Kami gunakan teknik khusus (seperti RTM - Reconsolidation of Traumatic Memories) untuk memisahkan memori dari respon emosi tubuh. Memori tetap ada, tapi rasanya netral, tidak lagi memicu adrenalin/keringat dingin.","perang,tugas,trauma,kaget",9
professions,"Artis/Public Figure","Takut kehilangan popularitas, takut dibenci netizen.","Fame Anxiety. Harga diri tergantung komentar orang. Kami kembalikan pondasi ke 'Inner Worth'. Komentar jahat netizen dibayangkan seperti sampah digital yang langsung di-delete mental. Kebahagiaan dicari di dunia nyata, bukan di notifikasi HP.","artis,netizen,hujat,takut",8
professions,"Mahasiswa Kedokteran (Koas)","Stres jaga malam, dibentak konsulen, pengen berhenti.","Tekanan mental pendidikan dokter sangat tinggi. Kami kuatkan mental baja. 'Bentakan Konsulen' dimaknai sebagai 'Ujian Mental', bukan serangan pribadi. Anchor semangat 'Jas Putih' diperkuat untuk mengingat tujuan mulia menyembuhkan orang.","dokter,koas,jaga,stres",8
islamic_adv,"Konsep Ridho","Gimana caranya Ridho sama ketentuan Allah yang pahit?","Ridho itu level di atas Sabar. Sabar = Menahan sakit. Ridho = Menerima dengan lapang dada. Kami gunakan metafora: 'Seperti minum obat pahit dari Dokter yang sangat sayang pada kita (Allah)'. Pahitnya terasa, tapi kita tahu ini menyembuhkan. Terapi membuka dada untuk menerima takdir.","ridho,takdir,ikhlas,allah",9
islamic_adv,"Konsep Tawakkal Praktis","Saya tawakkal tapi kok masih cemas besok makan apa?","Tawakkal itu perbuatan Hati, Ikhtiar perbuatan Badan. Kalau masih cemas, berarti hatinya belum 'Bersandar'. Kami latih visualisasi: Anda sudah melakukan 100% usaha, lalu hasil akhirnya Anda letakkan di dalam kotak emas, lalu kotak itu Anda serahkan ke tangan Allah. Rasakan beban di pundak hilang saat kotak itu berpindah tangan.","tawakkal,cemas,rezeki,pasrah",9
islamic_adv,"Gangguan Ain (Mata Jahat)","Takut kena Ain kalau posting foto anak.","Ain itu benar (Haq). Tapi takut berlebihan itu was-was. Solusinya: (1) Bentengi dengan doa, (2) Luruskan niat posting (bukan pamer), (3) Posting sekadarnya. Kami hilangkan paranoia. Keyakinan bahwa 'Pelindung (Allah) lebih kuat dari Pengganggu (Ain)' ditanamkan kuat.","ain,pamer,sakit,takut",8
islamic_adv,"Memaafkan Orang Tua (Birrul Walidain)","Ortu saya toxic, dosa gak kalau saya jaga jarak?","Birrul Walidain (berbakti) tidak berarti harus membiarkan diri disakiti fisik/mental. Kami bantu Anda memaafkan jiwa mereka (yang mungkin juga terluka), sambil tetap menjaga batasan fisik (boundaries) yang sehat demi kewarasan. Berbakti bisa lewat doa jarak jauh dan kiriman materi, tanpa harus serumah jika membahayakan mental.","ortu,durhaka,benci,maaf",9
islamic_adv,"Khusyu' Zakat/Sedekah","Masih berat keluarin sedekah, takut uang habis.","Scarcity Mindset. Kami ubah jadi Abundance. Sedekah itu 'Memancing Rezeki', bukan membuang uang. Visualisasi: Seperti petani menebar benih. Benih hilang dari tangan, tapi akan tumbuh jadi pohon lebat. Rasa bahagia saat memberi (Giving Glow) diaktifkan.","sedekah,pelit,uang,zakat",8
islamic_adv,"Persiapan Haji/Umrah","Takut meninggal di Tanah Suci karena banyak dosa.","Ketakutan ini tanda hati yang hidup (takut azab). Kami ubah jadi energi tobat. Tanah Suci adalah tanah Rahmat. Tamu Allah pasti dimuliakan, bukan disiksa. Kami persiapkan mental 'Tamu Agung' yang rindu bertemu Tuan Rumahnya, bukan terpidana yang mau dihukum.","haji,umrah,mekkah,mati",8
hypno_tech,"Gelombang Otak (Brainwave)","Apa itu Alpha dan Theta? Kok sering disebut.","Otak punya gigi persneling. Beta = Sadar/Sibuk (Gigi 1-2). Alpha = Rileks/Melamun (Gigi 3-4). Theta = Sangat Dalam/Mimpi (Gigi 5). Hipnoterapi memindahkan gigi otak Anda ke Alpha/Theta. Di frekuensi ini, 'Filter Kritis' terbuka, jadi kita bisa edit file (kebiasaan/emosi) dengan mudah.","otak,gelombang,alpha,theta",7
hypno_tech,"Critical Factor","Apa itu Critical Factor yang ditembus hipnotis?","Critical Factor itu 'Satpam' di otak yang memfilter informasi. Dia yang bilang 'Ah masa sih?', 'Gak mungkin'. Saat hipnosis, Satpam ini kita suruh 'ngopi dulu' (istirahat). Jadi sugesti positif 'Kamu Percaya Diri' bisa langsung masuk ke ruang bos (Bawah Sadar) tanpa dicegah Satpam.","kritis,pikiran,filter,masuk",7
hypno_tech,"Submodality","Gimana caranya mengubah perasaan lewat pikiran?","Otak menyimpan memori dalam kode gambar/suara (Submodality). Memori sedih biasanya gambarnya besar, gelap, dekat. Kami ubah kodenya: Gambar sedih itu kita 'Edit' jadi kecil, hitam-putih, dan dijauhkan ke ujung horizon. Otomatis, perasaan sedihnya ikut hilang. Seperti edit foto di Photoshop mental.","edit,memori,gambar,rasa",8
hypno_tech,"Anchor (Jangkar Emosi)","Apa itu Anchor? Katanya bisa bikin tenang instan.","Anchor itu tombol pemicu. Contoh: Dengar lagu lama langsung ingat mantan (itu anchor alami). Di terapi, kita BUAT anchor baru. Misal: Saat Anda merasa sangat rileks, kami minta Anda tekan jempol. Otak merekam: 'Tekan Jempol = Rileks'. Nanti di rumah, saat stres, tekan jempol saja, otomatis rileks muncul.","anchor,tombol,pemicu,tenang",8
hypno_tech,"Ideomotor Response","Bisa gak ngobrol sama bawah sadar tanpa ngomong?","Bisa, lewat Ideomotor. Kita minta Bawah Sadar gerakkan jari. 'Kalau Ya, gerakkan telunjuk kanan. Kalau Tidak, telunjuk kiri'. Ini teknik canggih untuk tanya jawab jujur dengan batin saat mulut susah berkata-kata. Jari akan bergerak sendiri di luar kendali sadar Anda.","jari,gerak,tanya,jawab",7
parenting_adv,"Single Parent (Ayah/Ibu)","Capek jadi Single Mom, harus jadi ayah sekaligus ibu.","Peran ganda itu berat tapi mulia. Kami kuatkan pundak Anda. Anda tidak perlu jadi Superwoman. Kami bantu Anda delegasi, meminta tolong, dan 'memaafkan diri' jika rumah berantakan sedikit. Fokus pada kualitas hubungan dengan anak, bukan kesempurnaan rumah tangga.","single,janda,duda,anak",8
parenting_adv,"Co-Parenting (Cerai)","Susah kompak sama mantan suami buat urus anak.","Ego mantan pasangan sering menghalangi. Kami bantu Anda 'Menetralisir Emosi' pada mantan. Lihat dia hanya sebagai 'Ayah/Ibu dari anakku', bukan sebagai 'Mantan yang menyebalkan'. Fokus komunikasi transaksional hanya soal anak. Emosi Anda stabil, anak pun aman.","cerai,anak,mantan,asuh",8
parenting_adv,"Anak Tantrum di Mall","Malu banget anak guling-guling di mall minta mainan.","Tantrum adalah badai emosi anak, jangan ikut badai. Kami latih Ibu punya 'Tombol Mute' mental terhadap tatapan orang lain. Fokus hanya menenangkan anak (dipeluk/didiamkan aman). Saat Ibu tenang (Alpha state), frekuensi tenang itu menular ke anak (Resonansi Limbik), anak lebih cepat diam.","tantrum,nangis,mall,malu",8
parenting_adv,"Anak Introvert vs Ortu Ekstrovert","Saya gemes anak saya pendiam banget, gak gaul.","Beda kepribadian bukan kekurangan. Jangan paksa anak jadi Anda. Kami bantu Anda memahami kekuatan Introvert (fokus, dalam, pendengar baik). Stop label 'Pemalu', ganti dengan 'Pengamat'. Terima anak apa adanya, dia akan mekar dengan caranya sendiri.","diam,gaul,malu,anak",7
parenting_adv,"Seks Edukasi Anak","Bingung jelasin seks/pubertas ke anak, tabu.","Hambatan budaya/mental. Kami hilangkan rasa risih/tabu. Seks edukasi adalah benteng agar anak tidak cari tahu di bokep. Kami berikan skrip mental cara bicara santai tapi tegas sesuai usia/syariat. Orang tua harus jadi sumber informasi pertama dan terpercaya.","seks,anak,tabu,edukasi",8
parenting_adv,"Anak Gak Mau Ibadah","Anak remaja susah disuruh sholat, harus dibentak.","Bentakan membuat sholat diasosiasikan dengan 'Marah'. Kami ubah strateginya. Hypnoparenting saat anak tidur (Sleep Hypnosis): Bisikkan doa dan sugesti cinta pada Allah di telinganya. Siang hari, jadilah teladan yang menikmati sholat, bukan sholat beban. Dakwah lisan < Dakwah perbuatan.","sholat,malas,anak,nakal",8
lifestyle,"Diet Mindful","Saya makan sehat seminggu, terus balas dendam junkfood.","Siklus Yo-Yo Diet. Karena merasa 'Dikekang'. Mindful Eating tidak melarang, tapi sadar. 'Apakah tubuhku butuh gorengan ini?'. Kami latih Anda menghargai tubuh seperti bait Allah. Anda akan menolak junkfood bukan karena aturan diet, tapi karena rasa sayang pada organ tubuh sendiri.","diet,gemuk,makan,sehat",8
lifestyle,"Digital Minimalism","Merasa otak penuh sampah informasi, susah fokus (Brain Fog).","Information Overload. Kami pandu 'Digital Detox'. Memprogram rasa 'Jijik/Muak' pada konten sampah/gosip. Mengembalikan kenikmatan membaca buku fisik atau melihat alam. Otak yang bersih dari sampah digital akan tajam kembali.","hp,fokus,lemot,detox",8
lifestyle,"Decluttering Mental","Rumah penuh barang gak kepakai, susah buang (Hoarding).","Hoarding adalah ketakutan melepaskan masa lalu atau takut kekurangan di masa depan. Kami atasi 'Attachment' pada benda. 'Kenangan ada di hati, bukan di barang rongsokan'. Belajar melepas barang adalah latihan melepas beban emosi. Rumah lapang, hati lapang.","barang,sampah,buang,timbun",7
lifestyle,"Bangun Habit Olahraga","Daftar gym setahun, datang cuma 2x.","Motivasi saja tidak cukup. Kami bangun 'Identitas Baru'. Bukan 'Saya mau olahraga', tapi 'Saya adalah Atlet'. Atlet otomatis olahraga. Kami kaitkan olahraga dengan 'Rasa Senang' (Endorfin), bukan 'Rasa Capek'.","gym,olahraga,malas,kurus",8
lifestyle,"Slow Living","Hidup di kota besar serba buru-buru, napas aja susah.","Hurry Sickness. Kami install 'Mode Desa' di tengah kota. Mengajarkan teknik 'Micro-Break'. Berhenti 1 menit tiap jam untuk napas sadar. Menikmati teh dengan pelan. Menurunkan tempo internal meski dunia eksternal cepat. Stres turun drastis.","cepat,buru,santai,kota",7
lifestyle,"Self-Love (Fisik)","Benci lihat cermin, merasa jelek/gemuk.","Body Image Issue. Kami rekonsiliasi Anda dengan cermin. Latihan 'Mirror Work': Menatap mata sendiri dan berkata 'Aku sayang kamu'. Mencari 1 bagian tubuh yang disyukuri (misal: mata sehat). Menerima tubuh sebagai kendaraan jiwa yang setia, bukan objek pameran.","cermin,jelek,gemuk,benci",8
conditions,"Hipnoterapi Kanker (Psycho-Oncology)","Saya divonis kanker, drop banget mentalnya.","Diagnosis kanker adalah trauma besar. Kami bantu (1) Menerima diagnosis dengan ikhlas (bukan menyerah), (2) Visualisasi sel imun (seperti tentara) memakan sel kanker, (3) Mengelola efek samping kemoterapi (mual/nyeri). Semangat hidup yang tinggi terbukti meningkatkan efektivitas pengobatan medis.","kanker,tumor,sakit,vonis",9
conditions,"Stroke Recovery","Pasca stroke tangan susah gerak, mau nyerah.","Neuroplasticity (plastisitas otak) itu nyata. Lewat hipnosis, kita latih otak 'membayangkan' tangan bergerak. Imajinasi yang kuat menstimulasi jalur saraf baru untuk menggantikan saraf yang rusak. Mental semangat latihan fisik dibangkitkan lagi.","stroke,lumpuh,gerak,sembuh",8
conditions,"Autoimun (Lupus/Gerd)","Penyakit autoimun kambuh kalau stres.","Autoimun adalah tubuh menyerang diri sendiri (simbol konflik batin/menyalahkan diri). Kami lakukan 'Peace Treaty' (perjanjian damai) dengan tubuh. Meredakan perang batin. Mengurangi inflamasi lewat relaksasi deep trance.","autoimun,lupus,sakit,kambuh",8
conditions,"Gagap Bicara (Stuttering)","Gagap kalau ngomong sama atasan doang.","Contextual Stuttering. Artinya alat bicara Anda normal, mentalnya yang 'macet'. Kami cari akar ketakutan pada otoritas (atasan/ayah?). Kami latih bicara lancar dalam imajinasi sampai saraf bicara terbiasa rileks di depan siapapun.","gagap,bicara,bata,bos",7
conditions,"Kebas Emosi (Dissociation)","Sering merasa kayak robot, badan di sini pikiran melayang.","Disosiasi adalah mekanisme kabur dari realita yang menyakitkan. Kami ajak Anda 'Grounding'. Kembali masuk ke tubuh dengan aman. Merasakan napas, merasakan kaki injak lantai. Meyakinkan bawah sadar bahwa 'Sekarang sudah aman', tidak perlu kabur lagi.","robot,kosong,layang,linglung",8
faq_general,"Hipnoterapi via Chat/Text","Bisa terapi lewat chat WA aja? Saya malu telepon.","Hipnoterapi butuh *Real Time Guidance* lewat suara (nada/intonasi terapis itu memandu gelombang otak). Lewat chat teks TIDAK EFEKTIF untuk terapi (hanya bisa konseling/curhat). Minimal Voice Call/Telepon. Kalau malu video, matikan saja kameranya, yang penting suara lancar.","chat,wa,teks,malu",8
faq_general,"Rekaman MP3 Saja","Jual rekaman audionya aja gak? Gak sempat sesi.","Kami punya produk 'Albashiro Audio Therapy' untuk masalah umum (Insomnia, Relaksasi, Fokus). TAPI untuk masalah spesifik/berat (Trauma, Depresi), audio umum tidak cukup. Perlu sesi personal untuk bedah akarnya. Audio hanya suplemen, Sesi adalah obat utamanya.","mp3,audio,rekaman,beli",7
faq_general,"Bisa Gagal?","Apa penyebab hipnoterapi gagal?","Biasanya karena: (1) Klien tidak jujur/tertutup, (2) Klien datang karena dipaksa orang lain (tidak niat sendiri), (3) Klien pasif (berharap di-'magic' sembuh tanpa usaha mental), (4) Tidak mengerjakan PR (latihan di rumah). Kerjasama 50:50 adalah kunci.","gagal,rugi,bisa,efektif",8
faq_general,"Dosis Terapi","Boleh terapi tiap hari biar cepat sembuh?","Otak butuh waktu 'Inkubasi' untuk memproses perubahan. Ibarat minum obat, overdosis gak bikin cepat sembuh. Jarak ideal 1 minggu sekali. Kecuali kasus krisis (panic attack parah), bisa 2x seminggu atas saran terapis.","tiap hari,sering,dosis,cepat",7
faq_general,"Efek Samping Pusing","Habis terapi kok kepala agak pening ya?","Itu wajar, namanya 'Trance Hangover'. Mirip bangun tidur terlalu nyenyak. Itu tanda otak habis bekerja keras menata ulang saraf (rewiring). Minum air putih hangat yang banyak dan istirahat sejenak, pening akan hilang berganti rasa segar.","pusing,sakit,efek,habis",7
